from_act,from_num,from_heading,to_act,to_num,to_heading,relation,score
income-tax-act,187,Change in constitution of a firm,income-tax-act-2025,327,Change in constitution of a firm,official,
income-tax-act,188,Succession of one firm by another firm,income-tax-act-2025,328,Succession of one firm by another firm,official,
income-tax-act,188A,Joint and several liability of partners for tax payable by firm,income-tax-act-2025,329,Joint and several liability of partners for tax payable by firm,official,
income-tax-act,189,Firm dissolved or business discontinued,income-tax-act-2025,330,Firm dissolved or business discontinued,official,
income-tax-act,189A,Provisions applicable to past assessments of firms,income-tax-act-2025,,,official-none,
income-tax-act,190,Deduction at source and advance payment,income-tax-act-2025,390,Deduction or collection at source and advance payment,official,
income-tax-act,191,Direct payment,income-tax-act-2025,391,Direct payment,official,
income-tax-act,192,Salary,income-tax-act-2025,392,Salary and accumulated balance due to an employee,official,
income-tax-act,192A,Payment of accumulated balance due to an employee,income-tax-act-2025,392,Salary and accumulated balance due to an employee,official,
income-tax-act,193,Interest on securities,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194,Dividends,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194A,"Interest other than ""Interest on securities""",income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194B,"Winnings from lottery or crossword puzzle, etc",income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194BA,Winnings from online games,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194BB,Winnings from horse race,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194C,Payments to contractors,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194D,Insurance commission,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194DA,Payment in respect of life insurance policy,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194E,Payments to non-resident sportsmen or sports associations,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194EE,"Payments in respect of deposits under National Savings Scheme, etc",income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194G,"Commission, etc., on sale of lottery tickets",income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194H,Commission or brokerage,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194J,Fees for professional or technical services,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194K,Income in respect of units,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194LA,Payment of compensation on acquisition of certain immovable property,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194LB,Income by way of interest from infrastructure debt fund,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194LBA,Certain income from units of a business trust,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194LBB,Income in respect of units of investment fund,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194LBC,Income in respect of investment in securitization trust,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194LC,Income by way of interest from Indian company,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194LD,Income by way of interest on certain bonds and Government securities,income-tax-act-2025,,,official-none,
income-tax-act,194M,Payment of certain sums by certain individuals or Hindu undivided family,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194N,Payment of certain amounts in cash,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194P,Deduction of tax in case of specified senior citizen,income-tax-act-2025,263,Return of income,official,
income-tax-act,194Q,Deduction of tax at source on payment of certain sum for purchase of goods,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194R,Deduction of tax on benefit or perquisite in respect of business or profession,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194S,Payment on transfer of virtual digital asset,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,194T,Payments to partners of firms,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,195,Other sums,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,195A,"Income payable ""net of tax""",income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,196,"Interest or dividend or other sums payable to Government, Reserve Bank or certain corporations",income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,196A,Income in respect of units of non-residents,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,196B,Income from units,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,196C,Income from foreign currency bonds or shares of Indian company,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,196D,Income of Foreign Institutional Investors from securities,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,197,Certificate for deduction at lower rate,income-tax-act-2025,395,Certificates,official,
income-tax-act,197A,No deduction to be made in certain cases,income-tax-act-2025,393,Tax to be deducted at source,official,
income-tax-act,197B,Lower deduction in certain cases for a limited period,income-tax-act-2025,,,official-none,
income-tax-act,198,Tax deducted is income received,income-tax-act-2025,396,Tax deducted is income received,official,
income-tax-act,199,Credit for tax deducted,income-tax-act-2025,390,Deduction or collection at source and advance payment,official,
income-tax-act,200,Duty of person deducting tax,income-tax-act-2025,397,Compliance and reporting,official,
income-tax-act,200A,and other statements,income-tax-act-2025,399,Processing,official,
income-tax-act,201,Consequences of failure to deduct or pay,income-tax-act-2025,398,"Consequences of failure to deduct or pay or, collect or pay",official,
income-tax-act,202,Deduction only one mode of recovery,income-tax-act-2025,390,Deduction or collection at source and advance payment,official,
income-tax-act,203,Certificate for tax deducted,income-tax-act-2025,395,Certificates,official,
income-tax-act,203A,Tax deduction and collection account number,income-tax-act-2025,397,Compliance and reporting,official,
income-tax-act,204,"Meaning of ""person responsible for paying""",income-tax-act-2025,402,Interpretation,official,
income-tax-act,205,Bar against direct demand on assessee,income-tax-act-2025,401,Bar against direct demand on assessee,official,
income-tax-act,206,Persons deducting tax to furnish prescribed returns,income-tax-act-2025,,,official-none,
income-tax-act,206A,Furnishing of statement in respect of payment of any income to residents without deduction of tax,income-tax-act-2025,397,Compliance and reporting,official,
income-tax-act,206AA,Requirement to furnish Permanent Account Number,income-tax-act-2025,397,Compliance and reporting,official,
income-tax-act,206C,"Profits and gains from the business of trading in alcoholic liquor, forest produce, scrap, etc",income-tax-act-2025,390,Deduction or collection at source and advance payment,official,
income-tax-act,206CA,Tax collection account number,income-tax-act-2025,,,official-none,
income-tax-act,206CB,Processing of statements of tax collected at source,income-tax-act-2025,399,Processing,official,
income-tax-act,206CC,Requirement to furnish Permanent Account number by collectee,income-tax-act-2025,397,Compliance and reporting,official,
income-tax-act,207,Liability for payment of advance tax,income-tax-act-2025,403,Liability for payment of advance tax,official,
